date_recorded,time_recorded,date_game,team,name,status
2023-10-19,10:05:22,2023-10-19,STL,jordan binnington,U
2023-10-19,10:05:22,2023-10-19,CAR,frederik andersen,U
2023-10-19,10:05:22,2023-10-19,SEA,philipp grubauer,U
2023-10-19,10:05:22,2023-10-19,DAL,jake oettinger,U
2023-10-19,10:05:22,2023-10-19,ANA,john gibson,U
2023-10-19,10:05:22,2023-10-19,BOS,linus ullmark,U
2023-10-19,10:05:22,2023-10-19,SJS,kaapo kahkonen,C
2023-10-19,10:05:22,2023-10-19,CHI,arvid soderblom,U
2023-10-19,10:05:22,2023-10-19,COL,alexandar georgiev,U
2023-10-20,09:52:07,2023-10-20,CGY,jacob markstrom,U
2023-10-20,09:52:07,2023-10-20,CBJ,elvis merzlikins,C
2023-10-20,09:52:07,2023-10-20,NJD,akira schmid,U
2023-10-20,09:52:07,2023-10-20,NYI,ilya sorokin,P
2023-10-21,10:07:56,2023-10-21,DET,ville husso,C
2023-10-21,10:07:56,2023-10-21,OTT,joonas korpisalo,U
2023-10-21,10:07:56,2023-10-21,ANA,john gibson,U
2023-10-21,10:07:56,2023-10-21,ARI,karel vejmelka,U
2023-10-21,10:07:56,2023-10-21,WSH,darcy kuemper,U
2023-10-21,10:07:56,2023-10-21,MTL,jake allen,C
2023-10-21,10:07:56,2023-10-21,VAN,thatcher demko,U
2023-10-21,10:07:56,2023-10-21,FLA,sergei bobrovsky,C
2023-10-21,10:07:56,2023-10-21,TOR,ilya samsonov,U
2023-10-21,10:07:56,2023-10-21,TBL,jonas johansson,C
2023-10-21,10:07:56,2023-10-21,NYI,semyon varlamov,C
2023-10-21,10:07:56,2023-10-21,BUF,eric comrie,P
2023-10-21,10:07:56,2023-10-21,CBJ,elvis merzlikins,U
2023-10-21,10:07:56,2023-10-21,MIN,filip gustavsson,U
2023-10-21,10:07:56,2023-10-21,SJS,mackenzie blackwood,U
2023-10-21,10:07:56,2023-10-21,NSH,juuse saros,U
2023-10-21,10:07:56,2023-10-21,PIT,tristan jarry,U
2023-10-21,10:07:56,2023-10-21,STL,jordan binnington,U
2023-10-21,10:07:56,2023-10-21,PHI,carter hart,U
2023-10-21,10:07:56,2023-10-21,DAL,jake oettinger,U
2023-10-21,10:07:56,2023-10-21,VGK,adin hill,U
2023-10-21,10:07:56,2023-10-21,CHI,arvid soderblom,U
2023-10-21,10:07:56,2023-10-21,CAR,pyotr kochetkov,U
2023-10-21,10:07:56,2023-10-21,COL,alexandar georgiev,U
2023-10-21,10:07:56,2023-10-21,NYR,igor shesterkin,U
2023-10-21,10:07:56,2023-10-21,SEA,philipp grubauer,U
2023-10-21,10:07:56,2023-10-21,WPG,connor hellebuyck,U
2023-10-21,10:07:56,2023-10-21,EDM,stuart skinner,U
2023-10-21,10:07:56,2023-10-21,BOS,jeremy swayman,U
2023-10-21,10:07:56,2023-10-21,LAK,cam talbot,U
2023-10-22,10:49:54,2023-10-22,CGY,jacob markstrom,U
2023-10-22,10:49:54,2023-10-22,DET,james reimer,C
2023-10-22,10:49:54,2023-10-22,BOS,linus ullmark,U
2023-10-22,10:49:54,2023-10-22,ANA,john gibson,U
2023-10-23,10:43:35,2023-10-23,MTL,jake allen,C
2023-10-23,10:43:35,2023-10-23,BUF,eric comrie,C
2023-10-24,10:03:32,2023-10-24,TOR,joseph woll,C
2023-10-24,10:03:32,2023-10-24,WSH,darcy kuemper,C
2023-10-24,10:03:32,2023-10-24,ANA,john gibson,U
2023-10-24,10:03:32,2023-10-24,CBJ,elvis merzlikins,C
2023-10-24,10:03:32,2023-10-24,BUF,ukko pekka luukkonen,P
2023-10-24,10:03:32,2023-10-24,OTT,anton forsberg,P
2023-10-24,10:03:32,2023-10-24,CAR,antti raanta,U
2023-10-24,10:03:32,2023-10-24,TBL,jonas johansson,P
2023-10-24,10:03:32,2023-10-24,NJD,vitek vanecek,U
2023-10-24,10:03:32,2023-10-24,MTL,samuel montembeault,U
2023-10-24,10:03:32,2023-10-24,DAL,jake oettinger,U
2023-10-24,10:03:32,2023-10-24,PIT,alex nedeljkovic,P
2023-10-24,10:03:32,2023-10-24,SJS,mackenzie blackwood,U
2023-10-24,10:03:32,2023-10-24,FLA,anthony stolarz,C
2023-10-24,10:03:32,2023-10-24,COL,alexandar georgiev,U
2023-10-24,10:03:32,2023-10-24,NYI,ilya sorokin,C
2023-10-24,10:03:32,2023-10-24,SEA,philipp grubauer,U
2023-10-24,10:03:32,2023-10-24,DET,ville husso,P
2023-10-24,10:03:32,2023-10-24,BOS,jeremy swayman,U
2023-10-24,10:03:32,2023-10-24,CHI,petr mrazek,U
2023-10-24,10:03:32,2023-10-24,STL,jordan binnington,U
2023-10-24,10:03:32,2023-10-24,WPG,connor hellebuyck,U
2023-10-24,10:03:32,2023-10-24,EDM,jack campbell,U
2023-10-24,10:03:32,2023-10-24,MIN,filip gustavsson,U
2023-10-24,10:03:32,2023-10-24,VAN,thatcher demko,U
2023-10-24,10:03:32,2023-10-24,NSH,juuse saros,U
2023-10-24,10:03:32,2023-10-24,NYR,igor shesterkin,U
2023-10-24,10:03:32,2023-10-24,CGY,jacob markstrom,U
2023-10-24,10:03:32,2023-10-24,ARI,connor ingram,C
2023-10-24,10:03:32,2023-10-24,LAK,cam talbot,U
2023-10-24,10:03:32,2023-10-24,PHI,carter hart,U
2023-10-24,10:03:32,2023-10-24,VGK,adin hill,U
2023-10-25,10:41:50,2023-10-25,WSH,hunter shepard,C
2023-10-25,10:41:50,2023-10-25,NJD,akira schmid,U
2023-10-26,10:04:01,2023-10-26,SJS,mackenzie blackwood,U
2023-10-26,10:04:01,2023-10-26,TBL,jonas johansson,P
2023-10-26,10:04:01,2023-10-26,COL,alexandar georgiev,U
2023-10-26,10:04:01,2023-10-26,PIT,tristan jarry,P
2023-10-26,10:04:01,2023-10-26,CBJ,elvis merzlikins,U
2023-10-26,10:04:01,2023-10-26,MTL,samuel montembeault,P
2023-10-26,10:04:01,2023-10-26,SEA,philipp grubauer,U
2023-10-26,10:04:01,2023-10-26,CAR,frederik andersen,U
2023-10-26,10:04:01,2023-10-26,WPG,connor hellebuyck,U
2023-10-26,10:04:01,2023-10-26,DET,james reimer,C
2023-10-26,10:04:01,2023-10-26,ANA,john gibson,U
2023-10-26,10:04:01,2023-10-26,BOS,linus ullmark,U
2023-10-26,10:04:01,2023-10-26,OTT,joonas korpisalo,U
2023-10-26,10:04:01,2023-10-26,NYI,ilya sorokin,C
2023-10-26,10:04:01,2023-10-26,MIN,filip gustavsson,U
2023-10-26,10:04:01,2023-10-26,PHI,carter hart,C
2023-10-26,10:04:01,2023-10-26,TOR,joseph woll,U
2023-10-26,10:04:01,2023-10-26,DAL,jake oettinger,U
2023-10-26,10:04:01,2023-10-26,NYR,igor shesterkin,U
2023-10-26,10:04:01,2023-10-26,EDM,stuart skinner,U
2023-10-26,10:04:01,2023-10-26,STL,jordan binnington,U
2023-10-26,10:04:01,2023-10-26,CGY,jacob markstrom,U
2023-10-27,07:50:37,2023-10-27,CHI,petr mrazek,U
2023-10-27,07:50:37,2023-10-27,VGK,logan thompson,U
2023-10-27,07:50:37,2023-10-27,MIN,marc andre fleury,C
2023-10-27,07:50:37,2023-10-27,WSH,hunter shepard,U
2023-10-27,07:50:37,2023-10-27,BUF,ukko pekka luukkonen,U
2023-10-27,07:50:37,2023-10-27,NJD,akira schmid,U
2023-10-27,07:50:37,2023-10-27,SJS,kaapo kahkonen,C
2023-10-27,07:50:37,2023-10-27,CAR,frederik andersen,U
2023-10-27,07:50:37,2023-10-27,LAK,pheonix copley,U
2023-10-27,07:50:37,2023-10-27,ARI,karel vejmelka,C
2023-10-27,07:50:37,2023-10-27,STL,jordan binnington,C
2023-10-27,07:50:37,2023-10-27,VAN,thatcher demko,U
2023-10-28,09:42:11,2023-10-28,ANA,lukas dostal,U
2023-10-28,09:42:11,2023-10-28,PHI,carter hart,U
2023-10-28,09:42:11,2023-10-28,SEA,joey daccord,U
2023-10-28,09:42:11,2023-10-28,FLA,sergei bobrovsky,C
2023-10-28,09:42:11,2023-10-28,NYI,ilya sorokin,U
2023-10-28,09:42:11,2023-10-28,CBJ,elvis merzlikins,U
2023-10-28,09:42:11,2023-10-28,TOR,ilya samsonov,C
2023-10-28,09:42:11,2023-10-28,NSH,juuse saros,C
2023-10-28,09:42:11,2023-10-28,OTT,joonas korpisalo,U
2023-10-28,09:42:11,2023-10-28,PIT,tristan jarry,U
2023-10-28,09:42:11,2023-10-28,WPG,connor hellebuyck,U
2023-10-28,09:42:11,2023-10-28,MTL,jake allen,C
2023-10-28,09:42:11,2023-10-28,DET,ville husso,C
2023-10-28,09:42:11,2023-10-28,BOS,jeremy swayman,U
2023-10-28,09:42:11,2023-10-28,NYR,igor shesterkin,U
2023-10-28,09:42:11,2023-10-28,VAN,casey desmith,C
2023-10-28,09:42:11,2023-10-28,VGK,logan thompson,U
2023-10-28,09:42:11,2023-10-28,LAK,cam talbot,U
2023-10-29,08:37:42,2023-10-29,COL,alexandar georgiev,U
2023-10-29,08:37:42,2023-10-29,BUF,ukko pekka luukkonen,C
2023-10-29,08:37:42,2023-10-29,SJS,mackenzie blackwood,U
2023-10-29,08:37:42,2023-10-29,WSH,darcy kuemper,C
2023-10-29,08:37:42,2023-10-29,MIN,filip gustavsson,U
2023-10-29,08:37:42,2023-10-29,NJD,vitek vanecek,U
2023-10-29,08:37:42,2023-10-29,CGY,jacob markstrom,U
2023-10-29,08:37:42,2023-10-29,EDM,stuart skinner,P
2023-10-30,11:53:02,2023-10-30,SEA,philipp grubauer,U
2023-10-30,11:53:02,2023-10-30,TBL,jonas johansson,P
2023-10-30,11:53:02,2023-10-30,CAR,frederik andersen,P
2023-10-30,11:53:02,2023-10-30,PHI,carter hart,C
2023-10-30,11:53:02,2023-10-30,ANA,john gibson,P
2023-10-30,11:53:02,2023-10-30,PIT,tristan jarry,P
2023-10-30,11:53:02,2023-10-30,FLA,sergei bobrovsky,U
2023-10-30,11:53:02,2023-10-30,BOS,linus ullmark,U
2023-10-30,11:53:02,2023-10-30,NYR,igor shesterkin,P
2023-10-30,11:53:02,2023-10-30,WPG,connor hellebuyck,P
2023-10-30,11:53:02,2023-10-30,DET,ville husso,U
2023-10-30,11:53:02,2023-10-30,NYI,ilya sorokin,C
2023-10-30,11:53:02,2023-10-30,CBJ,elvis merzlikins,C
2023-10-30,11:53:02,2023-10-30,DAL,jake oettinger,P
2023-10-30,11:53:02,2023-10-30,MTL,jake allen,U
2023-10-30,11:53:02,2023-10-30,VGK,adin hill,U
2023-10-30,11:53:02,2023-10-30,CHI,petr mrazek,U
2023-10-30,11:53:02,2023-10-30,ARI,connor ingram,C
2023-10-31,10:00:52,2023-10-31,LAK,cam talbot,P
2023-10-31,10:00:52,2023-10-31,TOR,joseph woll,C
2023-10-31,10:00:52,2023-10-31,NSH,juuse saros,U
2023-10-31,10:00:52,2023-10-31,VAN,thatcher demko,U
2023-11-01,11:16:22,2023-11-01,BUF,ukko pekka luukkonen,U
2023-11-01,11:16:22,2023-11-01,PHI,carter hart,C
2023-11-01,11:16:22,2023-11-01,DAL,jake oettinger,U
2023-11-01,11:16:22,2023-11-01,CGY,jacob markstrom,P
2023-11-01,11:16:22,2023-11-01,STL,jordan binnington,U
2023-11-01,11:16:22,2023-11-01,COL,ivan prosvetov,P
2023-11-01,11:16:22,2023-11-01,ARI,karel vejmelka,C
2023-11-01,11:16:22,2023-11-01,ANA,lukas dostal,U
2023-11-02,10:02:39,2023-11-02,TBL,jonas johansson,U
2023-11-02,10:02:39,2023-11-02,CBJ,elvis merzlikins,C
2023-11-02,10:02:39,2023-11-02,NYI,semyon varlamov,U
2023-11-02,10:02:39,2023-11-02,WSH,darcy kuemper,U
2023-11-02,10:02:39,2023-11-02,LAK,cam talbot,U
2023-11-02,10:02:39,2023-11-02,OTT,joonas korpisalo,U
2023-11-02,10:02:39,2023-11-02,CAR,frederik andersen,U
2023-11-02,10:02:39,2023-11-02,NYR,igor shesterkin,P
2023-11-02,10:02:39,2023-11-02,FLA,sergei bobrovsky,U
2023-11-02,10:02:39,2023-11-02,DET,james reimer,C
2023-11-02,10:02:39,2023-11-02,TOR,ilya samsonov,U
2023-11-02,10:02:39,2023-11-02,BOS,jeremy swayman,U
2023-11-02,10:02:39,2023-11-02,NJD,vitek vanecek,U
2023-11-02,10:02:39,2023-11-02,MIN,filip gustavsson,U
2023-11-02,10:02:39,2023-11-02,DAL,scott wedgewood,U
2023-11-02,10:02:39,2023-11-02,EDM,stuart skinner,U
2023-11-02,10:02:39,2023-11-02,NSH,juuse saros,U
2023-11-02,10:02:39,2023-11-02,SEA,philipp grubauer,U
2023-11-02,10:02:39,2023-11-02,WPG,connor hellebuyck,U
2023-11-02,10:02:39,2023-11-02,VGK,logan thompson,U
2023-11-02,10:02:39,2023-11-02,MTL,jake allen,U
2023-11-02,10:02:39,2023-11-02,ARI,connor ingram,C
2023-11-02,10:02:39,2023-11-02,VAN,thatcher demko,U
2023-11-02,10:02:39,2023-11-02,SJS,kaapo kahkonen,C
2023-11-03,11:10:48,2023-11-03,PHI,samuel ersson,C
2023-11-03,11:10:48,2023-11-03,BUF,ukko pekka luukkonen,C
2023-11-03,11:10:48,2023-11-03,NJD,akira schmid,U
2023-11-03,11:10:48,2023-11-03,STL,jordan binnington,P
2023-11-04,10:13:50,2023-11-04,NSH,juuse saros,U
2023-11-04,10:13:50,2023-11-04,EDM,stuart skinner,U
2023-11-04,10:13:50,2023-11-04,WPG,connor hellebuyck,U
2023-11-04,10:13:50,2023-11-04,ARI,karel vejmelka,U
2023-11-04,10:13:50,2023-11-04,TBL,jonas johansson,U
2023-11-04,10:13:50,2023-11-04,OTT,joonas korpisalo,P
2023-11-04,10:13:50,2023-11-04,CBJ,elvis merzlikins,U
2023-11-04,10:13:50,2023-11-04,WSH,charlie lindgren,C
2023-11-04,10:13:50,2023-11-04,BUF,devon levi,U
2023-11-04,10:13:50,2023-11-04,TOR,joseph woll,P
2023-11-04,10:13:50,2023-11-04,MTL,samuel montembeault,C
2023-11-04,10:13:50,2023-11-04,STL,joel hofer,U
2023-11-04,10:13:50,2023-11-04,BOS,linus ullmark,U
2023-11-04,10:13:50,2023-11-04,DET,ville husso,C
2023-11-04,10:13:50,2023-11-04,LAK,cam talbot,U
2023-11-04,10:13:50,2023-11-04,PHI,cal petersen,U
2023-11-04,10:13:50,2023-11-04,CAR,frederik andersen,U
2023-11-04,10:13:50,2023-11-04,NYI,ilya sorokin,C
2023-11-04,10:13:50,2023-11-04,NYR,jonathan quick,C
2023-11-04,10:13:50,2023-11-04,MIN,marc andre fleury,U
2023-11-04,10:13:50,2023-11-04,FLA,sergei bobrovsky,U
2023-11-04,10:13:50,2023-11-04,CHI,petr mrazek,U
2023-11-04,10:13:50,2023-11-04,DAL,jake oettinger,U
2023-11-04,10:13:50,2023-11-04,VAN,thatcher demko,U
2023-11-04,10:13:50,2023-11-04,PIT,tristan jarry,U
2023-11-04,10:13:50,2023-11-04,SJS,mackenzie blackwood,U
2023-11-04,10:13:50,2023-11-04,CGY,jacob markstrom,U
2023-11-04,10:13:50,2023-11-04,SEA,philipp grubauer,U
2023-11-04,10:13:50,2023-11-04,COL,alexandar georgiev,U
2023-11-04,10:13:50,2023-11-04,VGK,adin hill,U
2023-11-05,09:14:14,2023-11-05,NJD,vitek vanecek,U
2023-11-05,09:14:14,2023-11-05,CHI,arvid soderblom,U
2023-11-05,09:14:14,2023-11-05,VGK,logan thompson,U
2023-11-05,09:14:14,2023-11-05,ANA,lukas dostal,U
2023-11-06,11:08:02,2023-11-06,CBJ,elvis merzlikins,U
2023-11-06,11:08:02,2023-11-06,FLA,sergei bobrovsky,P
2023-11-06,11:08:02,2023-11-06,TBL,jonas johansson,U
2023-11-06,11:08:02,2023-11-06,TOR,ilya samsonov,P
2023-11-06,11:08:02,2023-11-06,BOS,jeremy swayman,U
2023-11-06,11:08:02,2023-11-06,DAL,jake oettinger,U
2023-11-06,11:08:02,2023-11-06,EDM,stuart skinner,U
2023-11-06,11:08:02,2023-11-06,VAN,thatcher demko,U
2023-11-07,10:05:49,2023-11-07,TBL,matt tomkins,U
2023-11-07,10:05:49,2023-11-07,MTL,jake allen,U
2023-11-07,10:05:49,2023-11-07,BUF,devon levi,U
2023-11-07,10:05:49,2023-11-07,CAR,antti raanta,P
2023-11-07,10:05:49,2023-11-07,DET,ville husso,C
2023-11-07,10:05:49,2023-11-07,NYR,jonathan quick,C
2023-11-07,10:05:49,2023-11-07,MIN,marc andre fleury,C
2023-11-07,10:05:49,2023-11-07,NYI,semyon varlamov,P
2023-11-07,10:05:49,2023-11-07,WPG,connor hellebuyck,U
2023-11-07,10:05:49,2023-11-07,STL,jordan binnington,U
2023-11-07,10:05:49,2023-11-07,SEA,philipp grubauer,U
2023-11-07,10:05:49,2023-11-07,ARI,connor ingram,C
2023-11-07,10:05:49,2023-11-07,NSH,juuse saros,U
2023-11-07,10:05:49,2023-11-07,CGY,jacob markstrom,U
2023-11-07,10:05:49,2023-11-07,NJD,vitek vanecek,U
2023-11-07,10:05:49,2023-11-07,COL,alexandar georgiev,U
2023-11-07,10:05:49,2023-11-07,PIT,tristan jarry,U
2023-11-07,10:05:49,2023-11-07,ANA,lukas dostal,U
2023-11-07,10:05:49,2023-11-07,PHI,samuel ersson,U
2023-11-07,10:05:49,2023-11-07,SJS,mackenzie blackwood,U
2023-11-08,11:45:53,2023-11-08,OTT,anton forsberg,U
2023-11-08,11:45:53,2023-11-08,TOR,joseph woll,P
2023-11-08,11:45:53,2023-11-08,FLA,sergei bobrovsky,C
2023-11-08,11:45:53,2023-11-08,WSH,darcy kuemper,P
2023-11-08,11:45:53,2023-11-08,LAK,cam talbot,U
2023-11-08,11:45:53,2023-11-08,VGK,adin hill,U
2023-11-09,10:01:22,2023-11-09,CHI,petr mrazek,U
2023-11-09,10:01:22,2023-11-09,TBL,jonas johansson,U
2023-11-09,10:01:22,2023-11-09,MTL,samuel montembeault,U
2023-11-09,10:01:22,2023-11-09,DET,james reimer,C
2023-11-09,10:01:22,2023-11-09,VAN,thatcher demko,U
2023-11-09,10:01:22,2023-11-09,OTT,anton forsberg,U
2023-11-09,10:01:22,2023-11-09,MIN,filip gustavsson,U
2023-11-09,10:01:22,2023-11-09,NYR,louis domingue,P
2023-11-09,10:01:22,2023-11-09,NYI,ilya sorokin,U
2023-11-09,10:01:22,2023-11-09,BOS,linus ullmark,U
2023-11-09,10:01:22,2023-11-09,DAL,jake oettinger,U
2023-11-09,10:01:22,2023-11-09,CBJ,spencer martin,C
2023-11-09,10:01:22,2023-11-09,NSH,juuse saros,U
2023-11-09,10:01:22,2023-11-09,WPG,laurent brossoit,P
2023-11-09,10:01:22,2023-11-09,ARI,karel vejmelka,U
2023-11-09,10:01:22,2023-11-09,STL,jordan binnington,U
2023-11-09,10:01:22,2023-11-09,SEA,philipp grubauer,U
2023-11-09,10:01:22,2023-11-09,COL,alexandar georgiev,U
2023-11-09,10:01:22,2023-11-09,EDM,stuart skinner,U
2023-11-09,10:01:22,2023-11-09,SJS,mackenzie blackwood,U
2023-11-09,10:01:22,2023-11-09,PIT,magnus hellberg,U
2023-11-09,10:01:22,2023-11-09,LAK,pheonix copley,U
2023-11-10,10:39:23,2023-11-10,CAR,antti raanta,U
2023-11-10,10:39:23,2023-11-10,FLA,sergei bobrovsky,C
2023-11-10,10:39:23,2023-11-10,CGY,jacob markstrom,U
2023-11-10,10:39:23,2023-11-10,TOR,joseph woll,C
2023-11-10,10:39:23,2023-11-10,WSH,charlie lindgren,P
2023-11-10,10:39:23,2023-11-10,NJD,vitek vanecek,P
2023-11-10,10:39:23,2023-11-10,MIN,filip gustavsson,C
2023-11-10,10:39:23,2023-11-10,BUF,devon levi,U
2023-11-10,10:39:23,2023-11-10,SJS,kaapo kahkonen,C
2023-11-10,10:39:23,2023-11-10,VGK,logan thompson,U
2023-11-10,10:39:23,2023-11-10,PHI,carter hart,C
2023-11-10,10:39:23,2023-11-10,ANA,lukas dostal,U
2023-11-11,10:12:27,2023-11-11,CBJ,spencer martin,C
